ID,CATEGORY
5600,hand
5601,chair
5602,banana
5603,keyboard
5604,foot
5605,laptop
5606,penguin
5607,flashlight
5608,harp
5609,flashlight
5610,parrot
5611,banana
5612,violin
5613,banana
5614,nose
5615,banana
5616,chair
5617,bulldozer
5618,harp
5619,keyboard
5620,hand
5621,skyscraper
5622,bulldozer
5623,harp
5624,harp
5625,hand
5626,skyscraper
5627,keyboard
5628,trombone
5629,bulldozer
5630,foot
5631,chair
5632,chair
5633,laptop
5634,trombone
5635,snowman
5636,violin
5637,harp
5638,hand
5639,pig
5640,violin
5641,flashlight
5642,nose
5643,skyscraper
5644,trombone
5645,chair
5646,hat
5647,laptop
5648,parrot
5649,harp
5650,parrot
5651,flashlight
5652,laptop
5653,parrot
5654,hand
5655,harp
5656,violin
5657,chair
5658,trombone
5659,keyboard
5660,parrot
5661,flashlight
5662,trombone
5663,hand
5664,banana
5665,eyeglasses
5666,hat
5667,harp
5668,nose
5669,foot
5670,eyeglasses
5671,parrot
5672,laptop
5673,skyscraper
5674,eyeglasses
5675,skyscraper
5676,nose
5677,hand
5678,trombone
5679,parrot
5680,parrot
5681,hat
5682,spider
5683,harp
5684,eyeglasses
5685,banana
5686,nose
5687,pig
5688,bulldozer
5689,hand
5690,eyeglasses
5691,penguin
5692,harp
5693,keyboard
5694,flashlight
5695,nose
5696,pig
5697,violin
5698,bulldozer
5699,spider
5700,flashlight
5701,flashlight
5702,spider
5703,pig
5704,pig
5705,chair
5706,snowman
5707,hand
5708,flashlight
5709,skyscraper
5710,hat
5711,bulldozer
5712,foot
5713,snowman
5714,hand
5715,chair
5716,flashlight
5717,eyeglasses
5718,hat
5719,spider
5720,hand
5721,foot
5722,eyeglasses
5723,trombone
5724,chair
5725,chair
5726,bulldozer
5727,keyboard
5728,skyscraper
5729,hand
5730,eyeglasses
5731,flashlight
5732,penguin
5733,eyeglasses
5734,keyboard
5735,parrot
5736,keyboard
5737,snowman
5738,nose
5739,pig
5740,penguin
5741,hat
5742,hand
5743,snowman
5744,banana
5745,foot
5746,laptop
5747,snowman
5748,harp
5749,skyscraper
5750,bulldozer
5751,nose
5752,skyscraper
5753,nose
5754,foot
5755,spider
5756,pig
5757,eyeglasses
5758,foot
5759,trombone
5760,trombone
5761,skyscraper
5762,hand
5763,harp
5764,parrot
5765,foot
5766,flashlight
5767,snowman
5768,chair
5769,parrot
5770,flashlight
5771,foot
5772,banana
5773,hand
5774,parrot
5775,parrot
5776,penguin
5777,spider
5778,skyscraper
5779,violin
5780,spider
5781,parrot
5782,bulldozer
5783,trombone
5784,laptop
5785,banana
5786,hand
5787,pig
5788,hand
5789,pig
5790,snowman
5791,violin
5792,parrot
5793,harp
5794,pig
5795,violin
5796,violin
5797,snowman
5798,eyeglasses
5799,parrot
5800,keyboard
5801,eyeglasses
5802,keyboard
5803,keyboard
5804,hat
5805,trombone
5806,bulldozer
5807,bulldozer
5808,penguin
5809,pig
5810,nose
5811,spider
5812,keyboard
5813,violin
5814,spider
5815,harp
5816,spider
5817,keyboard
5818,nose
5819,banana
5820,eyeglasses
5821,penguin
5822,violin
5823,eyeglasses
5824,bulldozer
5825,trombone
5826,hand
5827,bulldozer
5828,parrot
5829,flashlight
5830,laptop
5831,penguin
5832,violin
5833,flashlight
5834,snowman
5835,harp
5836,eyeglasses
5837,snowman
5838,violin
5839,bulldozer
5840,snowman
5841,snowman
5842,trombone
5843,penguin
5844,hat
5845,spider
5846,foot
5847,banana
5848,foot
5849,spider
5850,parrot
5851,violin
5852,pig
5853,skyscraper
5854,laptop
5855,chair
5856,keyboard
5857,snowman
5858,flashlight
5859,nose
5860,penguin
5861,spider
5862,skyscraper
5863,hat
5864,chair
5865,foot
5866,nose
5867,flashlight
5868,spider
5869,foot
5870,nose
5871,keyboard
5872,laptop
5873,parrot
5874,pig
5875,spider
5876,foot
5877,penguin
5878,snowman
5879,pig
5880,spider
5881,harp
5882,violin
5883,hat
5884,laptop
5885,nose
5886,laptop
5887,penguin
5888,nose
5889,penguin
5890,skyscraper
5891,harp
5892,penguin
5893,eyeglasses
5894,harp
5895,skyscraper
5896,laptop
5897,penguin
5898,foot
5899,chair
5900,violin
5901,harp
5902,nose
5903,bulldozer
5904,parrot
5905,foot
5906,hand
5907,spider
5908,keyboard
5909,pig
5910,violin
5911,banana
5912,foot
5913,nose
5914,pig
5915,hand
5916,keyboard
5917,snowman
5918,foot
5919,foot
5920,hat
5921,foot
5922,harp
5923,laptop
5924,snowman
5925,penguin
5926,skyscraper
5927,snowman
5928,harp
5929,snowman
5930,foot
5931,spider
5932,hat
5933,trombone
5934,nose
5935,pig
5936,banana
5937,parrot
5938,banana
5939,chair
5940,hat
5941,eyeglasses
5942,skyscraper
5943,nose
5944,laptop
5945,bulldozer
5946,banana
5947,spider
5948,pig
5949,laptop
5950,laptop
5951,laptop
5952,laptop
5953,parrot
5954,chair
5955,chair
5956,violin
5957,banana
5958,laptop
5959,chair
5960,pig
5961,banana
5962,banana
5963,spider
5964,chair
5965,eyeglasses
5966,chair
5967,foot
5968,banana
5969,violin
5970,skyscraper
5971,laptop
5972,skyscraper
5973,pig
5974,spider
5975,parrot
5976,skyscraper
5977,flashlight
5978,penguin
5979,hat
5980,eyeglasses
5981,trombone
5982,chair
5983,flashlight
5984,eyeglasses
5985,parrot
5986,hand
5987,parrot
5988,chair
5989,spider
5990,foot
5991,violin
5992,snowman
5993,banana
5994,flashlight
5995,skyscraper
5996,hand
5997,skyscraper
5998,skyscraper
5999,foot
6000,pig
6001,parrot
6002,nose
6003,snowman
6004,violin
6005,eyeglasses
6006,hand
6007,pig
6008,harp
6009,penguin
6010,foot
6011,spider
6012,pig
6013,foot
6014,harp
6015,pig
6016,violin
6017,banana
6018,spider
6019,snowman
6020,spider
6021,hand
6022,harp
6023,chair
6024,flashlight
6025,penguin
6026,parrot
6027,eyeglasses
6028,bulldozer
6029,trombone
6030,snowman
6031,harp
6032,snowman
6033,snowman
6034,violin
6035,nose
6036,parrot
6037,hat
6038,banana
6039,flashlight
6040,spider
6041,violin
6042,laptop
6043,pig
6044,harp
6045,laptop
6046,parrot
6047,bulldozer
6048,pig
6049,banana
6050,bulldozer
6051,laptop
6052,bulldozer
6053,parrot
6054,bulldozer
6055,flashlight
6056,nose
6057,nose
6058,flashlight
6059,skyscraper
6060,trombone
6061,laptop
6062,parrot
6063,spider
6064,spider
6065,skyscraper
6066,laptop
6067,pig
6068,penguin
6069,laptop
6070,flashlight
6071,chair
6072,harp
6073,pig
6074,flashlight
6075,chair
6076,pig
6077,hand
6078,foot
6079,bulldozer
6080,nose
6081,spider
6082,parrot
6083,eyeglasses
6084,snowman
6085,banana
6086,trombone
6087,flashlight
6088,pig
6089,penguin
6090,harp
6091,hand
6092,nose
6093,spider
6094,eyeglasses
6095,foot
6096,penguin
6097,hat
6098,skyscraper
6099,flashlight
6100,hat
6101,trombone
6102,foot
6103,banana
6104,harp
6105,skyscraper
6106,spider
6107,foot
6108,hat
6109,keyboard
6110,eyeglasses
6111,chair
6112,penguin
6113,eyeglasses
6114,nose
6115,eyeglasses
6116,harp
6117,chair
6118,parrot
6119,keyboard
6120,keyboard
6121,spider
6122,hat
6123,pig
6124,banana
6125,hat
6126,eyeglasses
6127,chair
6128,keyboard
6129,penguin
6130,skyscraper
6131,snowman
6132,nose
6133,parrot
6134,banana
6135,hand
6136,trombone
6137,bulldozer
6138,laptop
6139,hand
6140,banana
6141,snowman
6142,foot
6143,harp
6144,pig
6145,bulldozer
6146,hand
6147,chair
6148,pig
6149,spider
6150,pig
6151,foot
6152,bulldozer
6153,laptop
6154,foot
6155,eyeglasses
6156,skyscraper
6157,hand
6158,penguin
6159,hat
6160,snowman
6161,pig
6162,snowman
6163,pig
6164,violin
6165,flashlight
6166,hand
6167,parrot
6168,harp
6169,trombone
6170,laptop
6171,trombone
6172,hat
6173,foot
6174,flashlight
6175,nose
6176,laptop
6177,banana
6178,hat
6179,eyeglasses
6180,eyeglasses
6181,chair
6182,hand
6183,bulldozer
6184,parrot
6185,pig
6186,keyboard
6187,snowman
6188,pig
6189,parrot
6190,eyeglasses
6191,hat
6192,bulldozer
6193,keyboard
6194,hand
6195,flashlight
6196,eyeglasses
6197,bulldozer
6198,skyscraper
6199,hand
6200,keyboard
6201,hand
6202,banana
6203,flashlight
6204,skyscraper
6205,pig
6206,keyboard
6207,flashlight
6208,spider
6209,foot
6210,skyscraper
6211,trombone
6212,hat
6213,hand
6214,snowman
6215,penguin
6216,eyeglasses
6217,penguin
6218,parrot
6219,banana
6220,keyboard
6221,foot
6222,banana
6223,hand
6224,hand
6225,hand
6226,parrot
6227,flashlight
6228,hand
6229,eyeglasses
6230,foot
6231,eyeglasses
6232,pig
6233,eyeglasses
6234,trombone
6235,harp
6236,laptop
6237,harp
6238,spider
6239,trombone
6240,hand
6241,penguin
6242,laptop
6243,skyscraper
6244,chair
6245,chair
6246,banana
6247,trombone
6248,flashlight
6249,spider
6250,hand
6251,banana
6252,harp
6253,hat
6254,hand
6255,eyeglasses
6256,nose
6257,flashlight
6258,foot
6259,hand
6260,nose
6261,chair
6262,spider
6263,skyscraper
6264,spider
6265,violin
6266,spider
6267,trombone
6268,flashlight
6269,pig
6270,pig
6271,nose
6272,snowman
6273,keyboard
6274,pig
6275,chair
6276,banana
6277,spider
6278,spider
6279,penguin
6280,hand
6281,banana
6282,violin
6283,laptop
6284,chair
6285,hand
6286,harp
6287,snowman
6288,spider
6289,laptop
6290,chair
6291,snowman
6292,penguin
6293,foot
6294,banana
6295,pig
6296,hat
6297,penguin
6298,banana
6299,nose
6300,laptop
6301,violin
6302,chair
6303,snowman
6304,flashlight
6305,spider
6306,violin
6307,penguin
6308,keyboard
6309,hat
6310,laptop
6311,bulldozer
6312,keyboard
6313,chair
6314,skyscraper
6315,snowman
6316,banana
6317,keyboard
6318,trombone
6319,hat
6320,chair
6321,banana
6322,violin
6323,chair
6324,banana
6325,nose
6326,spider
6327,eyeglasses
6328,laptop
6329,chair
6330,banana
6331,skyscraper
6332,spider
6333,trombone
6334,trombone
6335,eyeglasses
6336,eyeglasses
6337,chair
6338,hand
6339,nose
6340,foot
6341,eyeglasses
6342,trombone
6343,hand
6344,banana
6345,foot
6346,chair
6347,banana
6348,harp
6349,spider
6350,snowman
6351,keyboard
6352,parrot
6353,laptop
6354,hand
6355,violin
6356,chair
6357,foot
6358,harp
6359,parrot
6360,foot
6361,snowman
6362,violin
6363,nose
6364,trombone
6365,penguin
6366,banana
6367,parrot
6368,chair
6369,chair
6370,banana
6371,keyboard
6372,keyboard
6373,keyboard
6374,keyboard
6375,pig
6376,violin
6377,keyboard
6378,spider
6379,banana
6380,flashlight
6381,bulldozer
6382,flashlight
6383,nose
6384,snowman
6385,flashlight
6386,snowman
6387,chair
6388,spider
6389,eyeglasses
6390,violin
6391,chair
6392,penguin
6393,keyboard
6394,trombone
6395,snowman
6396,chair
6397,violin
6398,eyeglasses
6399,skyscraper
6400,eyeglasses
6401,hand
6402,hat
6403,violin
6404,snowman
6405,nose
6406,banana
6407,eyeglasses
6408,flashlight
6409,chair
6410,trombone
6411,chair
6412,hand
6413,penguin
6414,parrot
6415,banana
6416,parrot
6417,hand
6418,nose
6419,pig
6420,banana
6421,keyboard
6422,keyboard
6423,keyboard
6424,parrot
6425,snowman
6426,pig
6427,parrot
6428,hat
6429,spider
6430,penguin
6431,violin
6432,snowman
6433,eyeglasses
6434,trombone
6435,bulldozer
6436,flashlight
6437,chair
6438,foot
6439,banana
6440,pig
6441,chair
6442,trombone
6443,trombone
6444,foot
6445,penguin
6446,banana
6447,banana
6448,hat
6449,trombone
6450,flashlight
6451,chair
6452,skyscraper
6453,hand
6454,pig
6455,parrot
6456,spider
6457,laptop
6458,hat
6459,violin
6460,pig
6461,chair
6462,bulldozer
6463,violin
6464,laptop
6465,harp
6466,hat
6467,banana
6468,skyscraper
6469,keyboard
6470,penguin
6471,skyscraper
6472,violin
6473,chair
6474,spider
6475,harp
6476,pig
6477,flashlight
6478,flashlight
6479,trombone
6480,hand
6481,hat
6482,hat
6483,snowman
6484,harp
6485,violin
6486,penguin
6487,pig
6488,nose
6489,harp
6490,spider
6491,parrot
6492,trombone
6493,penguin
6494,nose
6495,hand
6496,parrot
6497,snowman
6498,trombone
6499,hat
6500,laptop
6501,foot
6502,laptop
6503,snowman
6504,hat
6505,spider
6506,eyeglasses
6507,harp
6508,spider
6509,spider
6510,pig
6511,snowman
6512,banana
6513,harp
6514,snowman
6515,laptop
6516,penguin
6517,hand
6518,flashlight
6519,chair
6520,harp
6521,keyboard
6522,flashlight
6523,pig
6524,snowman
6525,penguin
6526,eyeglasses
6527,snowman
6528,trombone
6529,foot
6530,hand
6531,spider
6532,bulldozer
6533,nose
6534,harp
6535,trombone
6536,chair
6537,nose
6538,keyboard
6539,chair
6540,spider
6541,keyboard
6542,keyboard
6543,laptop
6544,snowman
6545,hat
6546,trombone
6547,trombone
6548,penguin
6549,eyeglasses
6550,penguin
6551,chair
6552,parrot
6553,snowman
6554,violin
6555,skyscraper
6556,penguin
6557,skyscraper
6558,penguin
6559,trombone
6560,keyboard
6561,bulldozer
6562,flashlight
6563,nose
6564,harp
6565,trombone
6566,hand
6567,spider
6568,foot
6569,eyeglasses
6570,trombone
6571,penguin
6572,harp
6573,flashlight
6574,bulldozer
6575,harp
6576,bulldozer
6577,harp
6578,keyboard
6579,penguin
6580,laptop
6581,skyscraper
6582,harp
6583,banana
6584,nose
6585,spider
6586,snowman
6587,foot
6588,nose
6589,spider
6590,snowman
6591,bulldozer
6592,violin
6593,keyboard
6594,penguin
6595,bulldozer
6596,nose
6597,parrot
6598,hat
6599,banana
6600,penguin
6601,hand
6602,flashlight
6603,foot
6604,violin
6605,hat
6606,eyeglasses
6607,parrot
6608,pig
6609,snowman
6610,violin
6611,penguin
6612,flashlight
6613,spider
6614,trombone
6615,chair
6616,hand
6617,nose
6618,laptop
6619,trombone
6620,keyboard
6621,snowman
6622,violin
6623,laptop
6624,nose
6625,chair
6626,banana
6627,hat
6628,harp
6629,violin
6630,eyeglasses
6631,snowman
6632,laptop
6633,skyscraper
6634,spider
6635,keyboard
6636,eyeglasses
6637,hat
6638,banana
6639,parrot
6640,flashlight
6641,bulldozer
6642,trombone
6643,banana
6644,skyscraper
6645,laptop
6646,hat
6647,eyeglasses
6648,penguin
6649,eyeglasses
6650,spider
6651,nose
6652,snowman
6653,nose
6654,spider
6655,banana
6656,hand
6657,eyeglasses
6658,violin
6659,chair
6660,banana
6661,chair
6662,chair
6663,banana
6664,bulldozer
6665,nose
6666,eyeglasses
6667,skyscraper
6668,hat
6669,flashlight
6670,nose
6671,hand
6672,foot
6673,pig
6674,eyeglasses
6675,eyeglasses
6676,parrot
6677,spider
6678,bulldozer
6679,foot
6680,chair
6681,harp
6682,nose
6683,spider
6684,snowman
6685,chair
6686,hand
6687,banana
6688,parrot
6689,flashlight
6690,snowman
6691,violin
6692,nose
6693,eyeglasses
6694,eyeglasses
6695,harp
6696,keyboard
6697,banana
6698,hand
6699,banana
6700,parrot
6701,nose
6702,nose
6703,keyboard
6704,eyeglasses
6705,violin
6706,banana
6707,skyscraper
6708,penguin
6709,harp
6710,snowman
6711,hand
6712,violin
6713,hand
6714,penguin
6715,eyeglasses
6716,flashlight
6717,chair
6718,pig
6719,flashlight
6720,parrot
6721,trombone
6722,banana
6723,bulldozer
6724,chair
6725,skyscraper
6726,skyscraper
6727,parrot
6728,foot
6729,flashlight
6730,eyeglasses
6731,banana
6732,banana
6733,keyboard
6734,harp
6735,parrot
6736,nose
6737,banana
6738,skyscraper
6739,pig
6740,flashlight
6741,trombone
6742,violin
6743,foot
6744,penguin
6745,banana
6746,laptop
6747,trombone
6748,violin
6749,keyboard
6750,trombone
6751,skyscraper
6752,violin
6753,harp
6754,skyscraper
6755,banana
6756,pig
6757,trombone
6758,violin
6759,banana
6760,laptop
6761,trombone
6762,chair
6763,harp
6764,bulldozer
6765,keyboard
6766,trombone
6767,laptop
6768,pig
6769,foot
6770,trombone
6771,hand
6772,violin
6773,laptop
6774,penguin
6775,foot
6776,skyscraper
6777,flashlight
6778,hat
6779,banana
6780,eyeglasses
6781,banana
6782,hat
6783,violin
6784,snowman
6785,trombone
6786,laptop
6787,penguin
6788,penguin
6789,flashlight
6790,eyeglasses
6791,penguin
6792,trombone
6793,eyeglasses
6794,spider
6795,hand
6796,pig
6797,snowman
6798,foot
6799,bulldozer
6800,keyboard
6801,snowman
6802,harp
6803,trombone
6804,pig
6805,flashlight
6806,hat
6807,flashlight
6808,hat
6809,banana
6810,pig
6811,trombone
6812,trombone
6813,foot
6814,spider
6815,harp
6816,trombone
6817,pig
6818,foot
6819,trombone
6820,hand
6821,foot
6822,harp
6823,parrot
6824,eyeglasses
6825,banana
6826,skyscraper
6827,banana
6828,parrot
6829,chair
6830,trombone
6831,hand
6832,hat
6833,skyscraper
6834,spider
6835,nose
6836,keyboard
6837,hat
6838,chair
6839,keyboard
6840,violin
6841,keyboard
6842,eyeglasses
6843,chair
6844,hand
6845,keyboard
6846,spider
6847,keyboard
6848,keyboard
6849,flashlight
6850,bulldozer
6851,keyboard
6852,flashlight
6853,skyscraper
6854,skyscraper
6855,bulldozer
6856,hat
6857,laptop
6858,spider
6859,eyeglasses
6860,trombone
6861,keyboard
6862,hand
6863,snowman
6864,trombone
6865,keyboard
6866,spider
6867,keyboard
6868,hand
6869,nose
6870,penguin
6871,bulldozer
6872,spider
6873,eyeglasses
6874,nose
6875,nose
6876,flashlight
6877,chair
6878,violin
6879,snowman
6880,nose
6881,foot
6882,violin
6883,penguin
6884,nose
6885,chair
6886,skyscraper
6887,hat
6888,flashlight
6889,keyboard
6890,trombone
6891,skyscraper
6892,flashlight
6893,laptop
6894,banana
6895,snowman
6896,keyboard
6897,laptop
6898,chair
6899,hand
6900,nose
6901,pig
6902,trombone
6903,harp
6904,laptop
6905,penguin
6906,snowman
6907,banana
6908,hand
6909,penguin
6910,chair
6911,keyboard
6912,nose
6913,nose
6914,parrot
6915,hat
6916,pig
6917,nose
6918,harp
6919,skyscraper
6920,pig
6921,bulldozer
6922,chair
6923,nose
6924,hat
6925,eyeglasses
6926,violin
6927,parrot
6928,keyboard
6929,hat
6930,banana
6931,foot
6932,pig
6933,penguin
6934,pig
6935,parrot
6936,flashlight
6937,snowman
6938,nose
6939,violin
6940,spider
6941,pig
6942,nose
6943,parrot
6944,chair
6945,hand
6946,keyboard
6947,hand
6948,hand
6949,chair
6950,flashlight
6951,spider
6952,trombone
6953,penguin
6954,violin
6955,foot
6956,spider
6957,snowman
6958,violin
6959,penguin
6960,violin
6961,banana
6962,snowman
6963,keyboard
6964,laptop
6965,hat
6966,bulldozer
6967,eyeglasses
6968,chair
6969,nose
6970,foot
6971,skyscraper
6972,skyscraper
6973,laptop
6974,keyboard
6975,foot
6976,trombone
6977,parrot
6978,foot
6979,hat
6980,snowman
6981,trombone
6982,parrot
6983,flashlight
6984,bulldozer
6985,violin
6986,bulldozer
6987,violin
6988,flashlight
6989,pig
6990,parrot
6991,nose
6992,bulldozer
6993,penguin
6994,foot
6995,eyeglasses
6996,hand
6997,banana
6998,parrot
6999,banana
7000,eyeglasses
7001,harp
7002,parrot
7003,harp
7004,skyscraper
7005,flashlight
7006,hat
7007,eyeglasses
7008,chair
7009,trombone
7010,laptop
7011,penguin
7012,flashlight
7013,parrot
7014,spider
7015,nose
7016,hat
7017,flashlight
7018,chair
7019,eyeglasses
7020,hat
7021,eyeglasses
7022,harp
7023,banana
7024,skyscraper
7025,flashlight
7026,foot
7027,violin
7028,penguin
7029,keyboard
7030,nose
7031,penguin
7032,harp
7033,trombone
7034,spider
7035,flashlight
7036,eyeglasses
7037,skyscraper
7038,penguin
7039,trombone
7040,keyboard
7041,keyboard
7042,foot
7043,nose
7044,skyscraper
7045,skyscraper
7046,nose
7047,spider
7048,banana
7049,nose
7050,trombone
7051,bulldozer
7052,harp
7053,bulldozer
7054,foot
7055,chair
7056,harp
7057,hand
7058,penguin
7059,keyboard
7060,eyeglasses
7061,pig
7062,flashlight
7063,foot
7064,hat
7065,hand
7066,trombone
7067,pig
7068,chair
7069,snowman
7070,penguin
7071,skyscraper
7072,violin
7073,trombone
7074,eyeglasses
7075,keyboard
7076,foot
7077,hat
7078,hand
7079,laptop
7080,hat
7081,nose
7082,violin
7083,laptop
7084,laptop
7085,hat
7086,spider
7087,eyeglasses
7088,violin
7089,hat
7090,foot
7091,eyeglasses
7092,trombone
7093,flashlight
7094,penguin
7095,trombone
7096,parrot
7097,parrot
7098,hand
7099,hand
7100,nose
7101,spider
7102,penguin
7103,banana
7104,spider
7105,snowman
7106,violin
7107,hand
7108,bulldozer
7109,nose
7110,eyeglasses
7111,skyscraper
7112,eyeglasses
7113,banana
7114,foot
7115,harp
7116,eyeglasses
7117,pig
7118,hat
7119,violin
7120,skyscraper
7121,trombone
7122,eyeglasses
7123,banana
7124,violin
7125,hand
7126,hand
7127,hat
7128,snowman
7129,hand
7130,eyeglasses
7131,chair
7132,hand
7133,violin
7134,foot
7135,parrot
7136,nose
7137,banana
7138,harp
7139,trombone
7140,parrot
7141,pig
7142,snowman
7143,trombone
7144,spider
7145,banana
7146,parrot
7147,chair
7148,violin
7149,skyscraper
7150,hat
7151,penguin
7152,keyboard
7153,spider
7154,penguin
7155,foot
7156,foot
7157,banana
7158,hat
7159,pig
7160,spider
7161,flashlight
7162,nose
7163,hand
7164,trombone
7165,flashlight
7166,keyboard
7167,hat
7168,laptop
7169,eyeglasses
7170,eyeglasses
7171,pig
7172,spider
7173,foot
7174,trombone
7175,foot
7176,harp
7177,parrot
7178,parrot
7179,hat
7180,nose
7181,chair
7182,keyboard
7183,eyeglasses
7184,spider
7185,eyeglasses
7186,skyscraper
7187,harp
7188,hand
7189,eyeglasses
7190,trombone
7191,parrot
7192,foot
7193,eyeglasses
7194,spider
7195,trombone
7196,eyeglasses
7197,bulldozer
7198,snowman
7199,bulldozer
7200,hand
7201,banana
7202,snowman
7203,penguin
7204,banana
7205,chair
7206,trombone
7207,trombone
7208,violin
7209,hat
7210,snowman
7211,chair
7212,flashlight
7213,bulldozer
7214,keyboard
7215,nose
7216,harp
7217,nose
7218,penguin
7219,skyscraper
7220,snowman
7221,nose
7222,keyboard
7223,nose
7224,penguin
7225,skyscraper
7226,nose
7227,penguin
7228,parrot
7229,bulldozer
7230,chair
7231,bulldozer
7232,foot
7233,snowman
7234,keyboard
7235,penguin
7236,chair
7237,laptop
7238,keyboard
7239,snowman
7240,violin
7241,banana
7242,chair
7243,snowman
7244,trombone
7245,pig
7246,bulldozer
7247,foot
7248,flashlight
7249,harp
7250,nose
7251,flashlight
7252,hat
7253,snowman
7254,penguin
7255,bulldozer
7256,keyboard
7257,bulldozer
7258,nose
7259,banana
7260,bulldozer
7261,laptop
7262,spider
7263,spider
7264,harp
7265,bulldozer
7266,hat
7267,snowman
7268,trombone
7269,hand
7270,flashlight
7271,pig
7272,snowman
7273,penguin
7274,parrot
7275,chair
7276,spider
7277,violin
7278,trombone
7279,laptop
7280,laptop
7281,eyeglasses
7282,flashlight
7283,bulldozer
7284,skyscraper
7285,harp
7286,harp
7287,eyeglasses
7288,laptop
7289,nose
7290,penguin
7291,eyeglasses
7292,pig
7293,nose
7294,eyeglasses
7295,flashlight
7296,parrot
7297,hand
7298,pig
7299,nose
7300,flashlight
7301,eyeglasses
7302,violin
7303,flashlight
7304,foot
7305,foot
7306,bulldozer
7307,foot
7308,harp
7309,snowman
7310,banana
7311,pig
7312,laptop
7313,violin
7314,harp
7315,penguin
7316,chair
7317,keyboard
7318,keyboard
7319,penguin
7320,bulldozer
7321,snowman
7322,eyeglasses
7323,chair
7324,hat
7325,hat
7326,hand
7327,keyboard
7328,trombone
7329,harp
7330,nose
7331,nose
7332,parrot
7333,violin
7334,skyscraper
7335,hat
7336,foot
7337,penguin
7338,chair
7339,spider
7340,hand
7341,hand
7342,spider
7343,snowman
7344,spider
7345,flashlight
7346,nose
7347,foot
7348,foot
7349,nose
7350,eyeglasses
7351,penguin
7352,banana
7353,laptop
7354,flashlight
7355,trombone
7356,nose
7357,harp
7358,harp
7359,penguin
7360,flashlight
7361,eyeglasses
7362,violin
7363,nose
7364,keyboard
7365,nose
7366,keyboard
7367,hat
7368,harp
7369,trombone
7370,foot
7371,parrot
7372,pig
7373,harp
7374,hand
7375,harp
7376,violin
7377,flashlight
7378,trombone
7379,bulldozer
7380,chair
7381,nose
7382,bulldozer
7383,nose
7384,penguin
7385,hat
7386,foot
7387,harp
7388,penguin
7389,hat
7390,penguin
7391,hand
7392,snowman
7393,keyboard
7394,harp
7395,pig
7396,penguin
7397,flashlight
7398,parrot
7399,violin
7400,pig
7401,hat
7402,keyboard
7403,bulldozer
7404,laptop
7405,bulldozer
7406,violin
7407,laptop
7408,banana
7409,hat
7410,trombone
7411,spider
7412,trombone
7413,trombone
7414,hand
7415,hand
7416,penguin
7417,flashlight
7418,foot
7419,spider
7420,flashlight
7421,skyscraper
7422,banana
7423,chair
7424,hand
7425,parrot
7426,foot
7427,chair
7428,snowman
7429,banana
7430,spider
7431,nose
7432,laptop
7433,pig
7434,keyboard
7435,parrot
7436,pig
7437,hand
7438,penguin
7439,flashlight
7440,snowman
7441,pig
7442,harp
7443,foot
7444,pig
7445,foot
7446,nose
7447,trombone
7448,penguin
7449,eyeglasses
7450,eyeglasses
7451,penguin
7452,skyscraper
7453,nose
7454,parrot
7455,harp
7456,trombone
7457,hat
7458,bulldozer
7459,nose
7460,laptop
7461,hat
7462,parrot
7463,eyeglasses
7464,chair
7465,nose
7466,spider
7467,spider
7468,hat
7469,harp
7470,trombone
7471,banana
7472,foot
7473,hat
7474,bulldozer
7475,keyboard
7476,violin
7477,banana
7478,keyboard
7479,parrot
7480,nose
7481,penguin
7482,keyboard
7483,laptop
7484,nose
7485,laptop
7486,bulldozer
7487,violin
7488,violin
7489,snowman
7490,nose
7491,nose
7492,hand
7493,laptop
7494,hand
7495,parrot
7496,eyeglasses
7497,hat
7498,eyeglasses
7499,harp
7500,hand
7501,parrot
7502,eyeglasses
7503,penguin
7504,penguin
7505,bulldozer
7506,eyeglasses
7507,spider
7508,keyboard
7509,laptop
7510,chair
7511,parrot
7512,banana
7513,foot
7514,foot
7515,skyscraper
7516,nose
7517,pig
7518,nose
7519,harp
7520,keyboard
7521,spider
7522,chair
7523,violin
7524,bulldozer
7525,harp
7526,chair
7527,banana
7528,violin
7529,keyboard
7530,pig
7531,bulldozer
7532,spider
7533,pig
7534,bulldozer
7535,hand
7536,bulldozer
7537,harp
7538,bulldozer
7539,hand
7540,nose
7541,foot
7542,bulldozer
7543,nose
7544,spider
7545,laptop
7546,hand
7547,eyeglasses
7548,parrot
7549,bulldozer
7550,keyboard
7551,hand
7552,bulldozer
7553,flashlight
7554,banana
7555,nose
7556,penguin
7557,chair
7558,flashlight
7559,trombone
7560,hand
7561,spider
7562,pig
7563,harp
7564,laptop
7565,harp
7566,snowman
7567,pig
7568,eyeglasses
7569,skyscraper
7570,penguin
7571,trombone
7572,flashlight
7573,penguin
7574,harp
7575,snowman
7576,snowman
7577,laptop
7578,flashlight
7579,harp
7580,laptop
7581,pig
7582,chair
7583,flashlight
7584,bulldozer
7585,hat
7586,skyscraper
7587,harp
7588,hat
7589,hand
7590,hand
7591,spider
7592,chair
7593,pig
7594,bulldozer
7595,pig
7596,penguin
7597,harp
7598,penguin
7599,snowman
7600,parrot
7601,hand
7602,skyscraper
7603,spider
7604,bulldozer
7605,hand
7606,spider
7607,penguin
7608,eyeglasses
7609,bulldozer
7610,violin
7611,foot
7612,keyboard
7613,skyscraper
7614,hat
7615,snowman
7616,chair
7617,hand
7618,spider
